family,strategy,policy,sample_months,months_with_bets,target_reached_months,all_sample_months_reached,funding_failure_months,lowest_month_net,total_net,max_principal_loss,max_drawdown
predictions,predictor9:遗漏回补 V1:big_small:low100:pc28_netdisk_regular,target100_bankroll,3,2,0,False,0,-1.54,2.36,6.32,7.3
predictions,predictor9:遗漏回补 V1:big_small:low100:pc28_netdisk_regular,target100_limit99,3,2,0,False,0,-1.54,2.36,6.32,7.3
predictions,predictor9:遗漏回补 V1:combo:direct:pc28_high_regular,target100_bankroll,3,3,3,True,0,101.01,305.73,56.27,120.5
predictions,predictor9:遗漏回补 V1:combo:direct:pc28_high_regular,target100_limit99,3,3,3,True,0,101.01,305.73,56.27,120.5
predictions,predictor9:遗漏回补 V1:combo:direct:pc28_netdisk_regular,target100_bankroll,3,3,1,False,1,-100.0,9.6,100.0,162.4
predictions,predictor9:遗漏回补 V1:combo:direct:pc28_netdisk_regular,target100_limit99,3,3,1,False,0,-99.0,10.6,99.0,161.4
predictions,predictor9:遗漏回补 V1:combo:high100:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.47,-47.2,99.47,106.91
predictions,predictor9:遗漏回补 V1:combo:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.47,-46.2,98.47,105.91
predictions,predictor9:遗漏回补 V1:combo:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,1,-99.4,-116.6,99.4,114.2
predictions,predictor9:遗漏回补 V1:combo:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.4,-115.6,98.4,113.2
predictions,predictor9:遗漏回补 V1:combo:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,11.0,50.06,14.34,19.89
predictions,predictor9:遗漏回补 V1:combo:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,11.0,50.06,14.34,19.89
predictions,predictor9:遗漏回补 V1:combo:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-9.4,5.8,23.6,24.8
predictions,predictor9:遗漏回补 V1:combo:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-9.4,5.8,23.6,24.8
predictions,predictor9:遗漏回补 V1:number:direct:pc28_high_regular,target100_bankroll,3,3,1,False,2,-100.0,-51.0,100.0,181.0
predictions,predictor9:遗漏回补 V1:number:direct:pc28_high_regular,target100_limit99,3,3,1,False,0,-99.0,-49.0,99.0,180.0
predictions,predictor9:遗漏回补 V1:number:direct:pc28_netdisk_regular,target100_bankroll,3,3,1,False,2,-100.0,-56.0,100.0,157.0
predictions,predictor9:遗漏回补 V1:number:direct:pc28_netdisk_regular,target100_limit99,3,3,1,False,0,-99.0,-54.0,99.0,156.0
predictions,predictor9:遗漏回补 V1:odd_even:direct:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.45,-101.7,99.45,135.3
predictions,predictor9:遗漏回补 V1:odd_even:direct:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.45,-100.7,98.45,134.3
predictions,predictor9:遗漏回补 V1:odd_even:direct:pc28_netdisk_regular,target100_bankroll,3,3,0,False,2,-99.66,-156.5,99.66,134.12
predictions,predictor9:遗漏回补 V1:odd_even:direct:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-98.6,-154.38,98.6,133.1
predictions,predictor9:遗漏回补 V1:odd_even:high100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-14.4,-3.3,17.65,37.5
predictions,predictor9:遗漏回补 V1:odd_even:high100:pc28_high_regular,target100_limit99,3,3,0,False,0,-14.4,-3.3,17.65,37.5
predictions,predictor9:遗漏回补 V1:odd_even:high100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-7.38,-2.4,8.22,20.94
predictions,predictor9:遗漏回补 V1:odd_even:high100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-7.38,-2.4,8.22,20.94
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_high_regular,target100_bankroll,3,3,0,False,1,-99.3,-142.85,99.3,142.05
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_high_regular,target100_limit99,3,3,0,False,0,-98.15,-141.7,98.15,140.9
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_netdisk_regular,target100_bankroll,3,3,0,False,2,-100.0,-236.52,100.0,130.92
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-99.0,-234.48,99.0,129.88
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target100_bankroll,3,3,0,False,0,-0.6,8.55,5.15,5.15
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target100_limit99,3,3,0,False,0,-0.6,8.55,5.15,5.15
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target100_bankroll,3,3,0,False,0,-1.14,8.14,4.08,4.08
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target100_limit99,3,3,0,False,0,-1.14,8.14,4.08,4.08
