family,strategy,policy,month,available_bets,bets,net,ending_bankroll,min_bankroll,max_principal_loss,max_drawdown,wins,refunds,losses,stop_reason,last_issue,target_reached,last_bet_time_cn
predictions,predictor4:追长龙:combo:direct:pc28_high_regular,target100_bankroll,2026-08,3790,864,-99.6,0.4,0.4,99.6,107.72,100,108,656,insufficient_for_one_unit,3465048,False,2026-08-03T20:11:30+08:00
predictions,predictor4:追长龙:combo:direct:pc28_high_regular,target100_bankroll,2026-09,2482,2482,13.36,113.36,42.85,57.15,103.13,337,287,1858,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor4:追长龙:combo:direct:pc28_high_regular,target100_limit99,2026-07,6975,735,-98.01,1.99,1.99,98.01,127.79,83,90,562,loss_limit,3455530,False,2026-07-11T03:46:30+08:00
predictions,predictor4:追长龙:combo:direct:pc28_high_regular,target100_limit99,2026-08,3790,852,-98.38,1.62,1.62,98.38,106.5,99,104,649,loss_limit,3465036,False,2026-08-03T18:56:30+08:00
predictions,predictor4:追长龙:combo:direct:pc28_high_regular,target100_limit99,2026-09,2482,2482,13.36,113.36,42.85,57.15,103.13,337,287,1858,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor4:追长龙:combo:direct:pc28_netdisk_regular,target100_bankroll,2026-07,6975,1346,-99.2,0.8,0.8,99.2,124.8,328,0,1018,insufficient_for_one_unit,3456192,False,2026-07-12T18:56:30+08:00
predictions,predictor4:追长龙:combo:direct:pc28_netdisk_regular,target100_bankroll,2026-08,3790,2714,-99.2,0.8,0.8,99.2,103.2,686,0,2028,insufficient_for_one_unit,3469030,False,2026-08-13T17:25:30+08:00
predictions,predictor4:追长龙:combo:direct:pc28_netdisk_regular,target100_bankroll,2026-09,2482,2482,-78.4,21.6,20.8,79.2,114.8,624,0,1858,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor4:追长龙:combo:direct:pc28_netdisk_regular,target100_limit99,2026-07,6975,1337,-98.6,1.4,1.4,98.6,124.2,326,0,1011,loss_limit,3456182,False,2026-07-12T18:21:30+08:00
predictions,predictor4:追长龙:combo:direct:pc28_netdisk_regular,target100_limit99,2026-08,3790,2713,-98.2,1.8,1.8,98.2,102.2,686,0,2027,loss_limit,3469029,False,2026-08-13T17:22:00+08:00
predictions,predictor4:追长龙:combo:direct:pc28_netdisk_regular,target100_limit99,2026-09,2482,2482,-78.4,21.6,20.8,79.2,114.8,624,0,1858,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor4:追长龙:combo:high100:pc28_high_regular,target100_bankroll,2026-07,933,933,62.2,162.2,48.77,51.23,59.68,135,106,692,sample_end,3463737,False,2026-07-31T13:31:00+08:00
predictions,predictor4:追长龙:combo:high100:pc28_high_regular,target100_bankroll,2026-08,516,516,29.87,129.87,60.67,39.33,39.33,74,59,383,sample_end,3475900,False,2026-08-30T20:04:30+08:00
predictions,predictor4:追长龙:combo:high100:pc28_high_regular,target100_bankroll,2026-09,249,249,-29.25,70.75,46.44,53.56,64.66,30,24,195,sample_end,3479056,False,2026-09-07T16:01:30+08:00
predictions,predictor4:追长龙:combo:high100:pc28_high_regular,target100_limit99,2026-07,933,933,62.2,162.2,48.77,51.23,59.68,135,106,692,sample_end,3463737,False,2026-07-31T13:31:00+08:00
predictions,predictor4:追长龙:combo:high100:pc28_high_regular,target100_limit99,2026-08,516,516,29.87,129.87,60.67,39.33,39.33,74,59,383,sample_end,3475900,False,2026-08-30T20:04:30+08:00
predictions,predictor4:追长龙:combo:high100:pc28_high_regular,target100_limit99,2026-09,249,249,-29.25,70.75,46.44,53.56,64.66,30,24,195,sample_end,3479056,False,2026-09-07T16:01:30+08:00
predictions,predictor4:追长龙:combo:high100:pc28_netdisk_regular,target100_bankroll,2026-07,933,933,-19.2,80.8,53.2,46.8,54.0,241,0,692,sample_end,3463737,False,2026-07-31T13:31:00+08:00
predictions,predictor4:追长龙:combo:high100:pc28_netdisk_regular,target100_bankroll,2026-08,516,516,-10.2,89.8,77.2,22.8,39.2,133,0,383,sample_end,3475900,False,2026-08-30T20:04:30+08:00
predictions,predictor4:追长龙:combo:high100:pc28_netdisk_regular,target100_bankroll,2026-09,249,249,-40.8,59.2,59.2,40.8,44.2,54,0,195,sample_end,3479056,False,2026-09-07T16:01:30+08:00
predictions,predictor4:追长龙:combo:high100:pc28_netdisk_regular,target100_limit99,2026-07,933,933,-19.2,80.8,53.2,46.8,54.0,241,0,692,sample_end,3463737,False,2026-07-31T13:31:00+08:00
predictions,predictor4:追长龙:combo:high100:pc28_netdisk_regular,target100_limit99,2026-08,516,516,-10.2,89.8,77.2,22.8,39.2,133,0,383,sample_end,3475900,False,2026-08-30T20:04:30+08:00
predictions,predictor4:追长龙:combo:high100:pc28_netdisk_regular,target100_limit99,2026-09,249,249,-40.8,59.2,59.2,40.8,44.2,54,0,195,sample_end,3479056,False,2026-09-07T16:01:30+08:00
predictions,predictor4:追长龙:combo:low100:pc28_high_regular,target100_bankroll,2026-07,86,86,32.66,132.66,93.78,6.22,12.0,17,7,62,sample_end,3463634,False,2026-07-31T07:30:30+08:00
predictions,predictor4:追长龙:combo:low100:pc28_high_regular,target100_bankroll,2026-08,191,191,-5.0,95.0,82.54,17.46,35.44,25,21,145,sample_end,3476006,False,2026-08-31T02:15:30+08:00
predictions,predictor4:追长龙:combo:low100:pc28_high_regular,target100_bankroll,2026-09,17,17,-0.89,99.11,93.33,6.67,11.0,2,3,12,sample_end,3478853,False,2026-09-07T04:11:00+08:00
predictions,predictor4:追长龙:combo:low100:pc28_high_regular,target100_limit99,2026-07,86,86,32.66,132.66,93.78,6.22,12.0,17,7,62,sample_end,3463634,False,2026-07-31T07:30:30+08:00
predictions,predictor4:追长龙:combo:low100:pc28_high_regular,target100_limit99,2026-08,191,191,-5.0,95.0,82.54,17.46,35.44,25,21,145,sample_end,3476006,False,2026-08-31T02:15:30+08:00
predictions,predictor4:追长龙:combo:low100:pc28_high_regular,target100_limit99,2026-09,17,17,-0.89,99.11,93.33,6.67,11.0,2,3,12,sample_end,3478853,False,2026-09-07T04:11:00+08:00
predictions,predictor4:追长龙:combo:low100:pc28_netdisk_regular,target100_bankroll,2026-07,86,86,5.2,105.2,93.4,6.6,12.0,24,0,62,sample_end,3463634,False,2026-07-31T07:30:30+08:00
predictions,predictor4:追长龙:combo:low100:pc28_netdisk_regular,target100_bankroll,2026-08,191,191,-14.0,86.0,72.2,27.8,31.4,46,0,145,sample_end,3476006,False,2026-08-31T02:15:30+08:00
predictions,predictor4:追长龙:combo:low100:pc28_netdisk_regular,target100_bankroll,2026-09,17,17,1.6,101.6,95.2,4.8,7.0,5,0,12,sample_end,3478853,False,2026-09-07T04:11:00+08:00
predictions,predictor4:追长龙:combo:low100:pc28_netdisk_regular,target100_limit99,2026-07,86,86,5.2,105.2,93.4,6.6,12.0,24,0,62,sample_end,3463634,False,2026-07-31T07:30:30+08:00
predictions,predictor4:追长龙:combo:low100:pc28_netdisk_regular,target100_limit99,2026-08,191,191,-14.0,86.0,72.2,27.8,31.4,46,0,145,sample_end,3476006,False,2026-08-31T02:15:30+08:00
predictions,predictor4:追长龙:combo:low100:pc28_netdisk_regular,target100_limit99,2026-09,17,17,1.6,101.6,95.2,4.8,7.0,5,0,12,sample_end,3478853,False,2026-09-07T04:11:00+08:00
predictions,predictor4:追长龙:number:direct:pc28_high_regular,target100_bankroll,2026-07,6975,235,-100.0,0.0,0.0,100.0,100.0,11,0,224,bankrupt,3454916,False,2026-07-09T14:51:30+08:00
predictions,predictor4:追长龙:number:direct:pc28_high_regular,target100_bankroll,2026-08,3790,329,-100.0,0.0,0.0,100.0,100.0,19,0,310,bankrupt,3464275,False,2026-08-01T22:00:00+08:00
predictions,predictor4:追长龙:number:direct:pc28_high_regular,target100_bankroll,2026-09,2482,1412,-100.0,0.0,0.0,100.0,132.0,102,0,1310,bankrupt,3477975,False,2026-09-04T23:52:00+08:00
predictions,predictor4:追长龙:number:direct:pc28_high_regular,target100_limit99,2026-07,6975,234,-99.0,1.0,1.0,99.0,99.0,11,0,223,loss_limit,3454915,False,2026-07-09T14:48:00+08:00
predictions,predictor4:追长龙:number:direct:pc28_high_regular,target100_limit99,2026-08,3790,328,-99.0,1.0,1.0,99.0,99.0,19,0,309,loss_limit,3464274,False,2026-08-01T21:56:30+08:00
predictions,predictor4:追长龙:number:direct:pc28_high_regular,target100_limit99,2026-09,2482,1411,-99.0,1.0,1.0,99.0,131.0,102,0,1309,loss_limit,3477974,False,2026-09-04T23:48:30+08:00
predictions,predictor4:追长龙:number:direct:pc28_netdisk_regular,target100_bankroll,2026-07,6975,235,-100.0,0.0,0.0,100.0,100.0,11,0,224,bankrupt,3454916,False,2026-07-09T14:51:30+08:00
predictions,predictor4:追长龙:number:direct:pc28_netdisk_regular,target100_bankroll,2026-08,3790,329,-100.0,0.0,0.0,100.0,100.0,19,0,310,bankrupt,3464275,False,2026-08-01T22:00:00+08:00
predictions,predictor4:追长龙:number:direct:pc28_netdisk_regular,target100_bankroll,2026-09,2482,1406,-100.0,0.0,0.0,100.0,132.0,102,0,1304,bankrupt,3477965,False,2026-09-04T23:17:00+08:00
predictions,predictor4:追长龙:number:direct:pc28_netdisk_regular,target100_limit99,2026-07,6975,234,-99.0,1.0,1.0,99.0,99.0,11,0,223,loss_limit,3454915,False,2026-07-09T14:48:00+08:00
predictions,predictor4:追长龙:number:direct:pc28_netdisk_regular,target100_limit99,2026-08,3790,328,-99.0,1.0,1.0,99.0,99.0,19,0,309,loss_limit,3464274,False,2026-08-01T21:56:30+08:00
predictions,predictor4:追长龙:number:direct:pc28_netdisk_regular,target100_limit99,2026-09,2482,1405,-99.0,1.0,1.0,99.0,131.0,102,0,1303,loss_limit,3477964,False,2026-09-04T23:13:30+08:00
predictions,predictor4:追长龙:odd_even:direct:pc28_high_regular,target100_bankroll,2026-07,6975,6975,-8.3,91.7,74.55,25.45,96.95,1882,1603,3490,sample_end,3463906,False,2026-07-31T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:direct:pc28_high_regular,target100_bankroll,2026-08,3790,3790,-63.6,36.4,28.2,71.8,123.95,1004,865,1921,sample_end,3476368,False,2026-08-31T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:direct:pc28_high_regular,target100_bankroll,2026-09,2482,2482,44.5,144.5,85.45,14.55,52.2,690,560,1232,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:direct:pc28_high_regular,target100_limit99,2026-07,6975,6975,-8.3,91.7,74.55,25.45,96.95,1882,1603,3490,sample_end,3463906,False,2026-07-31T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:direct:pc28_high_regular,target100_limit99,2026-08,3790,3790,-63.6,36.4,28.2,71.8,123.95,1004,865,1921,sample_end,3476368,False,2026-08-31T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:direct:pc28_high_regular,target100_limit99,2026-09,2482,2482,44.5,144.5,85.45,14.55,52.2,690,560,1232,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:direct:pc28_netdisk_regular,target100_bankroll,2026-07,6975,6975,-74.7,25.3,19.76,80.24,144.18,3485,0,3490,sample_end,3463906,False,2026-07-31T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:direct:pc28_netdisk_regular,target100_bankroll,2026-08,3790,3790,-89.38,10.62,2.26,97.74,123.56,1869,0,1921,sample_end,3476368,False,2026-08-31T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:direct:pc28_netdisk_regular,target100_bankroll,2026-09,2482,2482,-7.0,93.0,76.68,23.32,53.82,1250,0,1232,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:direct:pc28_netdisk_regular,target100_limit99,2026-07,6975,6975,-74.7,25.3,19.76,80.24,144.18,3485,0,3490,sample_end,3463906,False,2026-07-31T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:direct:pc28_netdisk_regular,target100_limit99,2026-08,3790,3790,-89.38,10.62,2.26,97.74,123.56,1869,0,1921,sample_end,3476368,False,2026-08-31T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:direct:pc28_netdisk_regular,target100_limit99,2026-09,2482,2482,-7.0,93.0,76.68,23.32,53.82,1250,0,1232,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:high100:pc28_high_regular,target100_bankroll,2026-07,231,231,8.25,108.25,89.4,10.6,10.6,65,54,112,sample_end,3463711,False,2026-07-31T12:00:00+08:00
predictions,predictor4:追长龙:odd_even:high100:pc28_high_regular,target100_bankroll,2026-08,170,170,24.9,124.9,99.85,0.15,10.75,54,41,75,sample_end,3476213,False,2026-08-31T14:20:00+08:00
predictions,predictor4:追长龙:odd_even:high100:pc28_high_regular,target100_bankroll,2026-09,49,49,-2.1,97.9,92.25,7.75,9.6,14,7,28,sample_end,3478556,False,2026-09-06T10:18:30+08:00
predictions,predictor4:追长龙:odd_even:high100:pc28_high_regular,target100_limit99,2026-07,231,231,8.25,108.25,89.4,10.6,10.6,65,54,112,sample_end,3463711,False,2026-07-31T12:00:00+08:00
predictions,predictor4:追长龙:odd_even:high100:pc28_high_regular,target100_limit99,2026-08,170,170,24.9,124.9,99.85,0.15,10.75,54,41,75,sample_end,3476213,False,2026-08-31T14:20:00+08:00
predictions,predictor4:追长龙:odd_even:high100:pc28_high_regular,target100_limit99,2026-09,49,49,-2.1,97.9,92.25,7.75,9.6,14,7,28,sample_end,3478556,False,2026-09-06T10:18:30+08:00
predictions,predictor4:追长龙:odd_even:high100:pc28_netdisk_regular,target100_bankroll,2026-07,231,231,4.62,104.62,94.44,5.56,12.66,119,0,112,sample_end,3463711,False,2026-07-31T12:00:00+08:00
predictions,predictor4:追长龙:odd_even:high100:pc28_netdisk_regular,target100_bankroll,2026-08,170,170,18.1,118.1,99.96,0.04,11.18,95,0,75,sample_end,3476213,False,2026-08-31T14:20:00+08:00
predictions,predictor4:追长龙:odd_even:high100:pc28_netdisk_regular,target100_bankroll,2026-09,49,49,-7.42,92.58,91.72,8.28,12.2,21,0,28,sample_end,3478556,False,2026-09-06T10:18:30+08:00
predictions,predictor4:追长龙:odd_even:high100:pc28_netdisk_regular,target100_limit99,2026-07,231,231,4.62,104.62,94.44,5.56,12.66,119,0,112,sample_end,3463711,False,2026-07-31T12:00:00+08:00
predictions,predictor4:追长龙:odd_even:high100:pc28_netdisk_regular,target100_limit99,2026-08,170,170,18.1,118.1,99.96,0.04,11.18,95,0,75,sample_end,3476213,False,2026-08-31T14:20:00+08:00
predictions,predictor4:追长龙:odd_even:high100:pc28_netdisk_regular,target100_limit99,2026-09,49,49,-7.42,92.58,91.72,8.28,12.2,21,0,28,sample_end,3478556,False,2026-09-06T10:18:30+08:00
predictions,predictor4:追长龙:odd_even:inverse:pc28_high_regular,target100_bankroll,2026-07,6975,3183,-99.15,0.85,0.85,99.15,102.4,821,744,1618,insufficient_for_one_unit,3458366,False,2026-07-18T05:03:30+08:00
predictions,predictor4:追长龙:odd_even:inverse:pc28_high_regular,target100_bankroll,2026-08,3790,3790,51.3,151.3,33.7,66.3,138.1,1038,883,1869,sample_end,3476368,False,2026-08-31T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:inverse:pc28_high_regular,target100_bankroll,2026-09,2482,2482,-4.95,95.05,72.1,27.9,58.55,673,559,1250,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:inverse:pc28_high_regular,target100_limit99,2026-07,6975,3182,-98.15,1.85,1.85,98.15,101.4,821,744,1617,loss_limit,3458365,False,2026-07-18T05:00:00+08:00
predictions,predictor4:追长龙:odd_even:inverse:pc28_high_regular,target100_limit99,2026-08,3790,3790,51.3,151.3,33.7,66.3,138.1,1038,883,1869,sample_end,3476368,False,2026-08-31T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:inverse:pc28_high_regular,target100_limit99,2026-09,2482,2482,-4.95,95.05,72.1,27.9,58.55,673,559,1250,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:inverse:pc28_netdisk_regular,target100_bankroll,2026-07,6975,4107,-99.48,0.52,0.52,99.48,99.48,2024,0,2083,insufficient_for_one_unit,3460211,False,2026-07-22T18:53:00+08:00
predictions,predictor4:追长龙:odd_even:inverse:pc28_netdisk_regular,target100_bankroll,2026-08,3790,3790,13.58,113.58,34.02,65.98,112.4,1921,0,1869,sample_end,3476368,False,2026-08-31T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:inverse:pc28_netdisk_regular,target100_bankroll,2026-09,2482,2482,-42.64,57.36,31.28,68.72,75.82,1232,0,1250,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:inverse:pc28_netdisk_regular,target100_limit99,2026-07,6975,4080,-98.22,1.78,1.78,98.22,98.22,2011,0,2069,loss_limit,3460181,False,2026-07-22T17:08:00+08:00
predictions,predictor4:追长龙:odd_even:inverse:pc28_netdisk_regular,target100_limit99,2026-08,3790,3790,13.58,113.58,34.02,65.98,112.4,1921,0,1869,sample_end,3476368,False,2026-08-31T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:inverse:pc28_netdisk_regular,target100_limit99,2026-09,2482,2482,-42.64,57.36,31.28,68.72,75.82,1232,0,1250,sample_end,3479182,False,2026-09-07T23:55:30+08:00
predictions,predictor4:追长龙:odd_even:low100:pc28_high_regular,target100_bankroll,2026-07,54,54,1.75,101.75,93.85,6.15,7.0,15,13,26,sample_end,3462841,False,2026-07-29T08:09:00+08:00
predictions,predictor4:追长龙:odd_even:low100:pc28_high_regular,target100_bankroll,2026-08,97,97,-14.0,86.0,82.45,17.55,24.05,20,26,51,sample_end,3475992,False,2026-08-31T01:26:30+08:00
predictions,predictor4:追长龙:odd_even:low100:pc28_high_regular,target100_bankroll,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor4:追长龙:odd_even:low100:pc28_high_regular,target100_limit99,2026-07,54,54,1.75,101.75,93.85,6.15,7.0,15,13,26,sample_end,3462841,False,2026-07-29T08:09:00+08:00
predictions,predictor4:追长龙:odd_even:low100:pc28_high_regular,target100_limit99,2026-08,97,97,-14.0,86.0,82.45,17.55,24.05,20,26,51,sample_end,3475992,False,2026-08-31T01:26:30+08:00
predictions,predictor4:追长龙:odd_even:low100:pc28_high_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor4:追长龙:odd_even:low100:pc28_netdisk_regular,target100_bankroll,2026-07,54,54,1.44,101.44,94.62,5.38,6.18,28,0,26,sample_end,3462841,False,2026-07-29T08:09:00+08:00
predictions,predictor4:追长龙:odd_even:low100:pc28_netdisk_regular,target100_bankroll,2026-08,97,97,-5.92,94.08,88.26,11.74,18.36,46,0,51,sample_end,3475992,False,2026-08-31T01:26:30+08:00
predictions,predictor4:追长龙:odd_even:low100:pc28_netdisk_regular,target100_bankroll,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor4:追长龙:odd_even:low100:pc28_netdisk_regular,target100_limit99,2026-07,54,54,1.44,101.44,94.62,5.38,6.18,28,0,26,sample_end,3462841,False,2026-07-29T08:09:00+08:00
predictions,predictor4:追长龙:odd_even:low100:pc28_netdisk_regular,target100_limit99,2026-08,97,97,-5.92,94.08,88.26,11.74,18.36,46,0,51,sample_end,3475992,False,2026-08-31T01:26:30+08:00
predictions,predictor4:追长龙:odd_even:low100:pc28_netdisk_regular,target100_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,,False,
predictions,predictor5:找平衡:big_small:direct:pc28_high_regular,target100_bankroll,2026-07,8478,8478,58.75,158.75,81.45,18.55,87.4,2295,1996,4187,sample_end,3463907,False,2026-07-31T23:59:00+08:00
predictions,predictor5:找平衡:big_small:direct:pc28_high_regular,target100_bankroll,2026-08,2710,2710,-44.15,55.85,46.6,53.4,63.05,721,611,1378,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor5:找平衡:big_small:direct:pc28_high_regular,target100_bankroll,2026-09,1804,842,100.55,200.55,82.7,17.3,22.05,263,193,386,profit_target,3477271,True,2026-09-03T05:42:00+08:00
predictions,predictor5:找平衡:big_small:direct:pc28_high_regular,target100_limit99,2026-07,8478,8478,58.75,158.75,81.45,18.55,87.4,2295,1996,4187,sample_end,3463907,False,2026-07-31T23:59:00+08:00
predictions,predictor5:找平衡:big_small:direct:pc28_high_regular,target100_limit99,2026-08,2710,2710,-44.15,55.85,46.6,53.4,63.05,721,611,1378,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor5:找平衡:big_small:direct:pc28_high_regular,target100_limit99,2026-09,1804,842,100.55,200.55,82.7,17.3,22.05,263,193,386,profit_target,3477271,True,2026-09-03T05:42:00+08:00
predictions,predictor5:找平衡:big_small:direct:pc28_netdisk_regular,target100_bankroll,2026-07,8478,8478,18.18,118.18,60.96,39.04,86.86,4291,0,4187,sample_end,3463907,False,2026-07-31T23:59:00+08:00
predictions,predictor5:找平衡:big_small:direct:pc28_netdisk_regular,target100_bankroll,2026-08,2710,2710,-72.64,27.36,25.16,74.84,81.52,1332,0,1378,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor5:找平衡:big_small:direct:pc28_netdisk_regular,target100_bankroll,2026-09,1804,1804,-29.92,70.08,69.14,30.86,95.32,896,0,908,sample_end,3479167,False,2026-09-07T23:03:00+08:00
predictions,predictor5:找平衡:big_small:direct:pc28_netdisk_regular,target100_limit99,2026-07,8478,8478,18.18,118.18,60.96,39.04,86.86,4291,0,4187,sample_end,3463907,False,2026-07-31T23:59:00+08:00
predictions,predictor5:找平衡:big_small:direct:pc28_netdisk_regular,target100_limit99,2026-08,2710,2710,-72.64,27.36,25.16,74.84,81.52,1332,0,1378,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor5:找平衡:big_small:direct:pc28_netdisk_regular,target100_limit99,2026-09,1804,1804,-29.92,70.08,69.14,30.86,95.32,896,0,908,sample_end,3479167,False,2026-09-07T23:03:00+08:00
predictions,predictor5:找平衡:big_small:high100:pc28_high_regular,target100_bankroll,2026-07,118,118,-8.5,91.5,82.7,17.3,18.85,30,24,64,sample_end,3462939,False,2026-07-29T13:52:00+08:00
predictions,predictor5:找平衡:big_small:high100:pc28_high_regular,target100_bankroll,2026-08,67,67,-0.7,99.3,99.3,0.7,12.45,18,15,34,sample_end,3467385,False,2026-08-09T15:16:00+08:00
predictions,predictor5:找平衡:big_small:high100:pc28_high_regular,target100_bankroll,2026-09,45,45,17.0,117.0,96.85,3.15,7.0,20,5,20,sample_end,3477251,False,2026-09-03T04:32:00+08:00
predictions,predictor5:找平衡:big_small:high100:pc28_high_regular,target100_limit99,2026-07,118,118,-8.5,91.5,82.7,17.3,18.85,30,24,64,sample_end,3462939,False,2026-07-29T13:52:00+08:00
predictions,predictor5:找平衡:big_small:high100:pc28_high_regular,target100_limit99,2026-08,67,67,-0.7,99.3,99.3,0.7,12.45,18,15,34,sample_end,3467385,False,2026-08-09T15:16:00+08:00
predictions,predictor5:找平衡:big_small:high100:pc28_high_regular,target100_limit99,2026-09,45,45,17.0,117.0,96.85,3.15,7.0,20,5,20,sample_end,3477251,False,2026-09-03T04:32:00+08:00
predictions,predictor5:找平衡:big_small:high100:pc28_netdisk_regular,target100_bankroll,2026-07,118,118,-11.08,88.92,84.14,15.86,19.7,54,0,64,sample_end,3462939,False,2026-07-29T13:52:00+08:00
predictions,predictor5:找平衡:big_small:high100:pc28_netdisk_regular,target100_bankroll,2026-08,67,67,-1.66,98.34,98.34,1.66,12.12,33,0,34,sample_end,3467385,False,2026-08-09T15:16:00+08:00
predictions,predictor5:找平衡:big_small:high100:pc28_netdisk_regular,target100_bankroll,2026-09,45,45,4.5,104.5,99.66,0.34,7.02,25,0,20,sample_end,3477251,False,2026-09-03T04:32:00+08:00
predictions,predictor5:找平衡:big_small:high100:pc28_netdisk_regular,target100_limit99,2026-07,118,118,-11.08,88.92,84.14,15.86,19.7,54,0,64,sample_end,3462939,False,2026-07-29T13:52:00+08:00
predictions,predictor5:找平衡:big_small:high100:pc28_netdisk_regular,target100_limit99,2026-08,67,67,-1.66,98.34,98.34,1.66,12.12,33,0,34,sample_end,3467385,False,2026-08-09T15:16:00+08:00
predictions,predictor5:找平衡:big_small:high100:pc28_netdisk_regular,target100_limit99,2026-09,45,45,4.5,104.5,99.66,0.34,7.02,25,0,20,sample_end,3477251,False,2026-09-03T04:32:00+08:00
predictions,predictor5:找平衡:big_small:inverse:pc28_high_regular,target100_bankroll,2026-07,8478,2835,-99.9,0.1,0.1,99.9,111.5,726,666,1443,insufficient_for_one_unit,3457624,False,2026-07-16T08:40:30+08:00
predictions,predictor5:找平衡:big_small:inverse:pc28_high_regular,target100_bankroll,2026-08,2710,2710,49.95,149.95,81.4,18.6,73.2,747,631,1332,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor5:找平衡:big_small:inverse:pc28_high_regular,target100_bankroll,2026-09,1804,1804,3.1,103.1,16.5,83.5,91.15,486,422,896,sample_end,3479167,False,2026-09-07T23:03:00+08:00
predictions,predictor5:找平衡:big_small:inverse:pc28_high_regular,target100_limit99,2026-07,8478,2816,-98.3,1.7,1.7,98.3,109.9,722,660,1434,loss_limit,3457604,False,2026-07-16T07:30:30+08:00
predictions,predictor5:找平衡:big_small:inverse:pc28_high_regular,target100_limit99,2026-08,2710,2710,49.95,149.95,81.4,18.6,73.2,747,631,1332,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor5:找平衡:big_small:inverse:pc28_high_regular,target100_limit99,2026-09,1804,1804,3.1,103.1,16.5,83.5,91.15,486,422,896,sample_end,3479167,False,2026-09-07T23:03:00+08:00
predictions,predictor5:找平衡:big_small:inverse:pc28_netdisk_regular,target100_bankroll,2026-07,8478,3764,-99.02,0.98,0.98,99.02,106.74,1851,0,1913,insufficient_for_one_unit,3458584,False,2026-07-18T17:46:30+08:00
predictions,predictor5:找平衡:big_small:inverse:pc28_netdisk_regular,target100_bankroll,2026-08,2710,2710,18.44,118.44,73.16,26.84,67.3,1378,0,1332,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor5:找平衡:big_small:inverse:pc28_netdisk_regular,target100_bankroll,2026-09,1804,1804,-6.16,93.84,17.94,82.06,92.9,908,0,896,sample_end,3479167,False,2026-09-07T23:03:00+08:00
predictions,predictor5:找平衡:big_small:inverse:pc28_netdisk_regular,target100_limit99,2026-07,8478,3265,-98.98,1.02,1.02,98.98,106.7,1599,0,1666,loss_limit,3458065,False,2026-07-17T10:57:00+08:00
predictions,predictor5:找平衡:big_small:inverse:pc28_netdisk_regular,target100_limit99,2026-08,2710,2710,18.44,118.44,73.16,26.84,67.3,1378,0,1332,sample_end,3476369,False,2026-08-31T23:59:00+08:00
predictions,predictor5:找平衡:big_small:inverse:pc28_netdisk_regular,target100_limit99,2026-09,1804,1804,-6.16,93.84,17.94,82.06,92.9,908,0,896,sample_end,3479167,False,2026-09-07T23:03:00+08:00
predictions,predictor5:找平衡:big_small:low100:pc28_high_regular,target100_bankroll,2026-07,1,1,0.0,100.0,100.0,0.0,0.0,0,1,0,sample_end,3456086,False,2026-07-12T12:45:30+08:00
predictions,predictor5:找平衡:big_small:low100:pc28_high_regular,target100_bankroll,2026-08,5,5,1.7,101.7,99.0,1.0,1.0,2,1,2,sample_end,3467668,False,2026-08-10T08:19:30+08:00
