family,strategy,policy,month,available_bets,bets,net,ending_bankroll,min_bankroll,max_principal_loss,max_drawdown,wins,refunds,losses,stop_reason,last_issue
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_netdisk_regular,target1_limit20,2026-08,6234,12,1.86,101.86,98.94,1.06,1.06,7,0,5,profit_target,3463919
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_netdisk_regular,target1_limit20,2026-09,2751,20,1.78,101.78,96.92,3.08,3.08,11,0,9,profit_target,3476389
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_netdisk_regular,target5_limit20,2026-07,9238,81,-19.62,80.38,80.38,19.62,21.5,31,0,50,loss_limit,3454742
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_netdisk_regular,target5_limit20,2026-08,6234,30,5.64,105.64,98.86,1.14,3.0,18,0,12,profit_target,3463937
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_netdisk_regular,target5_limit20,2026-09,2751,44,5.5,105.5,96.92,3.08,3.08,25,0,19,profit_target,3476413
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_netdisk_regular,target10_limit20,2026-07,9238,81,-19.62,80.38,80.38,19.62,21.5,31,0,50,loss_limit,3454742
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_netdisk_regular,target10_limit20,2026-08,6234,55,10.34,110.34,98.86,1.14,3.0,33,0,22,profit_target,3463962
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_netdisk_regular,target10_limit20,2026-09,2751,207,10.8,110.8,85.14,14.86,20.36,110,0,97,profit_target,3476576
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_netdisk_regular,target1_limit80,2026-07,9238,10,1.88,101.88,97.98,2.02,3.0,6,0,4,profit_target,3454671
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_netdisk_regular,target1_limit80,2026-08,6234,12,1.86,101.86,98.94,1.06,1.06,7,0,5,profit_target,3463919
predictions,predictor9:遗漏回补 V1:odd_even:inverse:pc28_netdisk_regular,target1_limit80,2026-09,2751,20,1.78,101.78,96.92,3.08,3.08,11,0,9,profit_target,3476389
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,bankroll_only,2026-07,28,28,3.8,103.8,95.0,5.0,5.0,8,9,11,sample_end,3463724
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,bankroll_only,2026-08,34,34,5.35,105.35,96.0,4.0,4.0,11,8,15,sample_end,3475685
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,bankroll_only,2026-09,15,15,-0.6,99.4,94.85,5.15,5.15,4,3,8,sample_end,3477521
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,first_profit_limit20,2026-07,28,21,0.25,100.25,95.0,5.0,5.0,5,7,9,profit_target,3463716
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,first_profit_limit20,2026-08,34,9,0.55,100.55,96.0,4.0,4.0,3,1,5,profit_target,3465149
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,first_profit_limit20,2026-09,15,15,-0.6,99.4,94.85,5.15,5.15,4,3,8,sample_end,3477521
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,first_profit_limit99,2026-07,28,21,0.25,100.25,95.0,5.0,5.0,5,7,9,profit_target,3463716
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,first_profit_limit99,2026-08,34,9,0.55,100.55,96.0,4.0,4.0,3,1,5,profit_target,3465149
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,first_profit_limit99,2026-09,15,15,-0.6,99.4,94.85,5.15,5.15,4,3,8,sample_end,3477521
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target1_limit20,2026-07,28,26,1.95,101.95,95.0,5.0,5.0,7,8,11,profit_target,3463721
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target1_limit20,2026-08,34,16,1.25,101.25,96.0,4.0,4.0,5,3,8,profit_target,3467717
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target1_limit20,2026-09,15,15,-0.6,99.4,94.85,5.15,5.15,4,3,8,sample_end,3477521
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target5_limit20,2026-07,28,28,3.8,103.8,95.0,5.0,5.0,8,9,11,sample_end,3463724
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target5_limit20,2026-08,34,34,5.35,105.35,96.0,4.0,4.0,11,8,15,profit_target,3475685
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target5_limit20,2026-09,15,15,-0.6,99.4,94.85,5.15,5.15,4,3,8,sample_end,3477521
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target10_limit20,2026-07,28,28,3.8,103.8,95.0,5.0,5.0,8,9,11,sample_end,3463724
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target10_limit20,2026-08,34,34,5.35,105.35,96.0,4.0,4.0,11,8,15,sample_end,3475685
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target10_limit20,2026-09,15,15,-0.6,99.4,94.85,5.15,5.15,4,3,8,sample_end,3477521
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target1_limit80,2026-07,28,26,1.95,101.95,95.0,5.0,5.0,7,8,11,profit_target,3463721
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target1_limit80,2026-08,34,16,1.25,101.25,96.0,4.0,4.0,5,3,8,profit_target,3467717
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_high_regular,target1_limit80,2026-09,15,15,-0.6,99.4,94.85,5.15,5.15,4,3,8,sample_end,3477521
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,bankroll_only,2026-07,28,28,5.66,105.66,97.92,2.08,3.02,17,0,11,sample_end,3463724
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,bankroll_only,2026-08,34,34,3.62,103.62,95.92,4.08,4.08,19,0,15,sample_end,3475685
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,bankroll_only,2026-09,15,15,-1.14,98.86,96.9,3.1,4.04,7,0,8,sample_end,3477521
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,first_profit_limit20,2026-07,28,5,0.94,100.94,98.98,1.02,1.02,3,0,2,profit_target,3454964
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,first_profit_limit20,2026-08,34,19,0.8,100.8,95.92,4.08,4.08,10,0,9,profit_target,3467720
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,first_profit_limit20,2026-09,15,5,0.94,100.94,98.0,2.0,2.0,3,0,2,profit_target,3477510
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,first_profit_limit99,2026-07,28,5,0.94,100.94,98.98,1.02,1.02,3,0,2,profit_target,3454964
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,first_profit_limit99,2026-08,34,19,0.8,100.8,95.92,4.08,4.08,10,0,9,profit_target,3467720
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,first_profit_limit99,2026-09,15,5,0.94,100.94,98.0,2.0,2.0,3,0,2,profit_target,3477510
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target1_limit20,2026-07,28,14,1.84,101.84,97.92,2.08,3.02,8,0,6,profit_target,3463659
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target1_limit20,2026-08,34,22,1.76,101.76,95.92,4.08,4.08,12,0,10,profit_target,3467724
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target1_limit20,2026-09,15,15,-1.14,98.86,96.9,3.1,4.04,7,0,8,sample_end,3477521
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target5_limit20,2026-07,28,28,5.66,105.66,97.92,2.08,3.02,17,0,11,profit_target,3463724
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target5_limit20,2026-08,34,34,3.62,103.62,95.92,4.08,4.08,19,0,15,sample_end,3475685
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target5_limit20,2026-09,15,15,-1.14,98.86,96.9,3.1,4.04,7,0,8,sample_end,3477521
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target10_limit20,2026-07,28,28,5.66,105.66,97.92,2.08,3.02,17,0,11,sample_end,3463724
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target10_limit20,2026-08,34,34,3.62,103.62,95.92,4.08,4.08,19,0,15,sample_end,3475685
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target10_limit20,2026-09,15,15,-1.14,98.86,96.9,3.1,4.04,7,0,8,sample_end,3477521
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target1_limit80,2026-07,28,14,1.84,101.84,97.92,2.08,3.02,8,0,6,profit_target,3463659
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target1_limit80,2026-08,34,22,1.76,101.76,95.92,4.08,4.08,12,0,10,profit_target,3467724
predictions,predictor9:遗漏回补 V1:odd_even:low100:pc28_netdisk_regular,target1_limit80,2026-09,15,15,-1.14,98.86,96.9,3.1,4.04,7,0,8,sample_end,3477521
observed,observed_rule0,bankroll_only,2026-04,939,939,82.18,182.18,73.17,26.83,35.0,218,154,567,sample_end,3425749
observed,observed_rule0,bankroll_only,2026-05,1,1,5.33,105.33,100.0,0.0,0.0,1,0,0,sample_end,3436891
observed,observed_rule0,bankroll_only,2026-06,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule0,bankroll_only,2026-07,2236,2236,87.11,187.11,66.9,33.1,63.86,615,504,1117,sample_end,3463907
observed,observed_rule0,bankroll_only,2026-08,5148,4037,-99.69,0.31,0.31,99.69,130.66,797,614,2626,insufficient_for_one_unit,3468402
observed,observed_rule0,bankroll_only,2026-09,89,89,12.8,112.8,97.05,2.95,8.15,28,22,39,sample_end,3478634
observed,observed_rule0,first_profit_limit20,2026-04,939,147,1.95,101.95,86.05,13.95,13.95,35,30,82,profit_target,3422508
observed,observed_rule0,first_profit_limit20,2026-05,1,1,5.33,105.33,100.0,0.0,0.0,1,0,0,profit_target,3436891
observed,observed_rule0,first_profit_limit20,2026-06,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule0,first_profit_limit20,2026-07,2236,6,0.7,100.7,98.0,2.0,2.0,2,1,3,profit_target,3457030
observed,observed_rule0,first_profit_limit20,2026-08,5148,1,5.78,105.78,100.0,0.0,0.0,1,0,0,profit_target,3463908
observed,observed_rule0,first_profit_limit20,2026-09,89,4,1.7,101.7,98.0,2.0,2.0,2,0,2,profit_target,3476695
observed,observed_rule0,first_profit_limit99,2026-04,939,147,1.95,101.95,86.05,13.95,13.95,35,30,82,profit_target,3422508
observed,observed_rule0,first_profit_limit99,2026-05,1,1,5.33,105.33,100.0,0.0,0.0,1,0,0,profit_target,3436891
observed,observed_rule0,first_profit_limit99,2026-06,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule0,first_profit_limit99,2026-07,2236,6,0.7,100.7,98.0,2.0,2.0,2,1,3,profit_target,3457030
observed,observed_rule0,first_profit_limit99,2026-08,5148,1,5.78,105.78,100.0,0.0,0.0,1,0,0,profit_target,3463908
observed,observed_rule0,first_profit_limit99,2026-09,89,4,1.7,101.7,98.0,2.0,2.0,2,0,2,profit_target,3476695
observed,observed_rule0,target1_limit20,2026-04,939,147,1.95,101.95,86.05,13.95,13.95,35,30,82,profit_target,3422508
observed,observed_rule0,target1_limit20,2026-05,1,1,5.33,105.33,100.0,0.0,0.0,1,0,0,profit_target,3436891
observed,observed_rule0,target1_limit20,2026-06,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule0,target1_limit20,2026-07,2236,12,1.4,101.4,97.7,2.3,3.0,4,2,6,profit_target,3457036
observed,observed_rule0,target1_limit20,2026-08,5148,1,5.78,105.78,100.0,0.0,0.0,1,0,0,profit_target,3463908
observed,observed_rule0,target1_limit20,2026-09,89,4,1.7,101.7,98.0,2.0,2.0,2,0,2,profit_target,3476695
observed,observed_rule0,target5_limit20,2026-04,939,169,5.39,105.39,86.05,13.95,13.95,38,36,95,profit_target,3422530
observed,observed_rule0,target5_limit20,2026-05,1,1,5.33,105.33,100.0,0.0,0.0,1,0,0,profit_target,3436891
observed,observed_rule0,target5_limit20,2026-06,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule0,target5_limit20,2026-07,2236,88,-19.4,80.6,80.6,19.4,21.65,16,23,49,loss_limit,3457697
observed,observed_rule0,target5_limit20,2026-08,5148,1,5.78,105.78,100.0,0.0,0.0,1,0,0,profit_target,3463908
observed,observed_rule0,target5_limit20,2026-09,89,36,5.2,105.2,98.0,2.0,3.3,12,7,17,profit_target,3476729
observed,observed_rule0,target10_limit20,2026-04,939,204,-19.83,80.17,80.17,19.83,28.0,39,39,126,loss_limit,3422565
observed,observed_rule0,target10_limit20,2026-05,1,1,5.33,105.33,100.0,0.0,0.0,1,0,0,sample_end,3436891
observed,observed_rule0,target10_limit20,2026-06,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule0,target10_limit20,2026-07,2236,88,-19.4,80.6,80.6,19.4,21.65,16,23,49,loss_limit,3457697
observed,observed_rule0,target10_limit20,2026-08,5148,7,10.41,110.41,100.0,0.0,3.0,3,1,3,profit_target,3464075
observed,observed_rule0,target10_limit20,2026-09,89,83,11.1,111.1,97.05,2.95,8.15,26,20,37,profit_target,3476779
observed,observed_rule0,target1_limit80,2026-04,939,147,1.95,101.95,86.05,13.95,13.95,35,30,82,profit_target,3422508
observed,observed_rule0,target1_limit80,2026-05,1,1,5.33,105.33,100.0,0.0,0.0,1,0,0,profit_target,3436891
observed,observed_rule0,target1_limit80,2026-06,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule0,target1_limit80,2026-07,2236,12,1.4,101.4,97.7,2.3,3.0,4,2,6,profit_target,3457036
observed,observed_rule0,target1_limit80,2026-08,5148,1,5.78,105.78,100.0,0.0,0.0,1,0,0,profit_target,3463908
observed,observed_rule0,target1_limit80,2026-09,89,4,1.7,101.7,98.0,2.0,2.0,2,0,2,profit_target,3476695
observed,observed_rule1,bankroll_only,2026-04,528,528,-13.36,86.64,81.84,18.16,30.08,125,110,293,sample_end,3426645
observed,observed_rule1,bankroll_only,2026-05,3158,2483,-99.57,0.43,0.43,99.57,185.49,463,410,1610,insufficient_for_one_unit,3434833
observed,observed_rule1,bankroll_only,2026-06,2035,2035,20.13,120.13,57.09,42.91,92.87,444,355,1236,sample_end,3451445
observed,observed_rule1,bankroll_only,2026-07,1847,1847,66.34,166.34,64.8,35.2,59.18,458,357,1032,sample_end,3463907
observed,observed_rule1,bankroll_only,2026-08,602,602,-62.13,37.87,37.87,62.13,62.63,126,128,348,sample_end,3476368
observed,observed_rule1,bankroll_only,2026-09,156,156,0.15,100.15,97.8,2.2,16.5,39,45,72,sample_end,3478110
observed,observed_rule1,first_profit_limit20,2026-04,528,2,0.85,100.85,99.0,1.0,1.0,1,0,1,profit_target,3425807
observed,observed_rule1,first_profit_limit20,2026-05,3158,2,4.33,104.33,99.0,1.0,1.0,1,0,1,profit_target,3426932
observed,observed_rule1,first_profit_limit20,2026-06,2035,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3442327
observed,observed_rule1,first_profit_limit20,2026-07,1847,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3451446
observed,observed_rule1,first_profit_limit20,2026-08,602,93,0.1,100.1,88.55,11.45,11.45,26,19,48,profit_target,3464043
observed,observed_rule1,first_profit_limit20,2026-09,156,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3476370
observed,observed_rule1,first_profit_limit99,2026-04,528,2,0.85,100.85,99.0,1.0,1.0,1,0,1,profit_target,3425807
observed,observed_rule1,first_profit_limit99,2026-05,3158,2,4.33,104.33,99.0,1.0,1.0,1,0,1,profit_target,3426932
observed,observed_rule1,first_profit_limit99,2026-06,2035,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3442327
observed,observed_rule1,first_profit_limit99,2026-07,1847,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3451446
observed,observed_rule1,first_profit_limit99,2026-08,602,93,0.1,100.1,88.55,11.45,11.45,26,19,48,profit_target,3464043
observed,observed_rule1,first_profit_limit99,2026-09,156,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3476370
observed,observed_rule1,target1_limit20,2026-04,528,3,2.7,102.7,99.0,1.0,1.0,2,0,1,profit_target,3425808
observed,observed_rule1,target1_limit20,2026-05,3158,2,4.33,104.33,99.0,1.0,1.0,1,0,1,profit_target,3426932
observed,observed_rule1,target1_limit20,2026-06,2035,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3442327
observed,observed_rule1,target1_limit20,2026-07,1847,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3451446
observed,observed_rule1,target1_limit20,2026-08,602,198,-19.27,80.73,80.73,19.27,19.77,45,47,106,loss_limit,3464900
observed,observed_rule1,target1_limit20,2026-09,156,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3476370
observed,observed_rule1,target5_limit20,2026-04,528,67,5.0,105.0,97.55,2.45,6.3,20,15,32,profit_target,3425872
observed,observed_rule1,target5_limit20,2026-05,3158,98,5.12,105.12,86.67,13.33,18.22,14,10,74,profit_target,3427272
observed,observed_rule1,target5_limit20,2026-06,2035,16,5.95,105.95,99.7,0.3,2.15,7,2,7,profit_target,3442342
observed,observed_rule1,target5_limit20,2026-07,1847,34,7.46,107.46,97.4,2.6,6.3,10,6,18,profit_target,3451639
observed,observed_rule1,target5_limit20,2026-08,602,198,-19.27,80.73,80.73,19.27,19.77,45,47,106,loss_limit,3464900
observed,observed_rule1,target5_limit20,2026-09,156,44,6.05,106.05,97.8,2.2,6.45,13,13,18,profit_target,3476424
observed,observed_rule1,target10_limit20,2026-04,528,155,10.48,110.48,92.65,7.35,15.05,43,39,73,profit_target,3426253
observed,observed_rule1,target10_limit20,2026-05,3158,153,-19.15,80.85,80.85,19.15,24.27,19,23,111,loss_limit,3428370
observed,observed_rule1,target10_limit20,2026-06,2035,25,10.35,110.35,99.7,0.3,2.15,11,4,10,profit_target,3442351
observed,observed_rule1,target10_limit20,2026-07,1847,35,12.79,112.79,97.4,2.6,6.3,11,6,18,profit_target,3451640
observed,observed_rule1,target10_limit20,2026-08,602,198,-19.27,80.73,80.73,19.27,19.77,45,47,106,loss_limit,3464900
observed,observed_rule1,target10_limit20,2026-09,156,55,10.45,110.45,97.8,2.2,6.45,17,17,21,profit_target,3476436
observed,observed_rule1,target1_limit80,2026-04,528,3,2.7,102.7,99.0,1.0,1.0,2,0,1,profit_target,3425808
observed,observed_rule1,target1_limit80,2026-05,3158,2,4.33,104.33,99.0,1.0,1.0,1,0,1,profit_target,3426932
observed,observed_rule1,target1_limit80,2026-06,2035,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3442327
observed,observed_rule1,target1_limit80,2026-07,1847,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3451446
observed,observed_rule1,target1_limit80,2026-08,602,602,-62.13,37.87,37.87,62.13,62.63,126,128,348,sample_end,3476368
observed,observed_rule1,target1_limit80,2026-09,156,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3476370
observed,observed_rule1:sub2:big_small,bankroll_only,2026-05,170,170,0.1,100.1,96.0,4.0,12.95,46,39,85,sample_end,3435491
observed,observed_rule1:sub2:big_small,bankroll_only,2026-06,131,131,-7.95,92.05,92.05,7.95,17.25,33,29,69,sample_end,3448029
observed,observed_rule1:sub2:big_small,bankroll_only,2026-07,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,bankroll_only,2026-08,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,bankroll_only,2026-09,101,101,-10.3,89.7,89.7,10.3,16.5,22,28,51,sample_end,3478110
observed,observed_rule1:sub2:big_small,first_profit_limit20,2026-05,170,7,1.55,101.55,96.0,4.0,4.0,3,0,4,profit_target,3428379
observed,observed_rule1:sub2:big_small,first_profit_limit20,2026-06,131,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3447893
observed,observed_rule1:sub2:big_small,first_profit_limit20,2026-07,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,first_profit_limit20,2026-08,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,first_profit_limit20,2026-09,101,6,1.7,101.7,98.0,2.0,2.0,2,2,2,profit_target,3477992
observed,observed_rule1:sub2:big_small,first_profit_limit99,2026-05,170,7,1.55,101.55,96.0,4.0,4.0,3,0,4,profit_target,3428379
observed,observed_rule1:sub2:big_small,first_profit_limit99,2026-06,131,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3447893
observed,observed_rule1:sub2:big_small,first_profit_limit99,2026-07,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,first_profit_limit99,2026-08,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,first_profit_limit99,2026-09,101,6,1.7,101.7,98.0,2.0,2.0,2,2,2,profit_target,3477992
observed,observed_rule1:sub2:big_small,target1_limit20,2026-05,170,7,1.55,101.55,96.0,4.0,4.0,3,0,4,profit_target,3428379
observed,observed_rule1:sub2:big_small,target1_limit20,2026-06,131,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3447893
observed,observed_rule1:sub2:big_small,target1_limit20,2026-07,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,target1_limit20,2026-08,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,target1_limit20,2026-09,101,6,1.7,101.7,98.0,2.0,2.0,2,2,2,profit_target,3477992
observed,observed_rule1:sub2:big_small,target5_limit20,2026-05,170,30,5.35,105.35,96.0,4.0,4.0,11,4,15,profit_target,3432420
observed,observed_rule1:sub2:big_small,target5_limit20,2026-06,131,44,6.6,106.6,94.55,5.45,9.15,16,5,23,profit_target,3447938
observed,observed_rule1:sub2:big_small,target5_limit20,2026-07,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,target5_limit20,2026-08,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,target5_limit20,2026-09,101,30,5.5,105.5,98.0,2.0,3.0,10,7,13,profit_target,3478020
observed,observed_rule1:sub2:big_small,target10_limit20,2026-05,170,48,10.3,110.3,96.0,4.0,4.0,18,7,23,profit_target,3432438
observed,observed_rule1:sub2:big_small,target10_limit20,2026-06,131,131,-7.95,92.05,92.05,7.95,17.25,33,29,69,sample_end,3448029
observed,observed_rule1:sub2:big_small,target10_limit20,2026-07,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,target10_limit20,2026-08,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,target10_limit20,2026-09,101,101,-10.3,89.7,89.7,10.3,16.5,22,28,51,sample_end,3478110
observed,observed_rule1:sub2:big_small,target1_limit80,2026-05,170,7,1.55,101.55,96.0,4.0,4.0,3,0,4,profit_target,3428379
observed,observed_rule1:sub2:big_small,target1_limit80,2026-06,131,1,1.85,101.85,100.0,0.0,0.0,1,0,0,profit_target,3447893
observed,observed_rule1:sub2:big_small,target1_limit80,2026-07,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,target1_limit80,2026-08,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:big_small,target1_limit80,2026-09,101,6,1.7,101.7,98.0,2.0,2.0,2,2,2,profit_target,3477992
observed,observed_rule1:sub2:combo,bankroll_only,2026-04,27,27,2.22,102.22,89.78,10.22,12.0,4,3,20,sample_end,3426564
observed,observed_rule1:sub2:combo,bankroll_only,2026-05,281,281,37.77,137.77,86.54,13.46,21.12,44,29,208,sample_end,3437080
observed,observed_rule1:sub2:combo,bankroll_only,2026-06,209,209,-8.67,91.33,83.44,16.56,41.45,26,29,154,sample_end,3449696
observed,observed_rule1:sub2:combo,bankroll_only,2026-07,126,126,10.87,110.87,99.0,1.0,21.24,19,13,94,sample_end,3463907
observed,observed_rule1:sub2:combo,bankroll_only,2026-08,4,4,-4.0,96.0,96.0,4.0,4.0,0,0,4,sample_end,3463912
observed,observed_rule1:sub2:combo,bankroll_only,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:combo,first_profit_limit20,2026-04,27,6,1.78,101.78,96.0,4.0,4.0,1,1,4,profit_target,3426518
observed,observed_rule1:sub2:combo,first_profit_limit20,2026-05,281,5,2.33,102.33,97.0,3.0,3.0,1,1,3,profit_target,3428446
observed,observed_rule1:sub2:combo,first_profit_limit20,2026-06,209,7,0.78,100.78,95.0,5.0,5.0,1,1,5,profit_target,3444697
observed,observed_rule1:sub2:combo,first_profit_limit20,2026-07,126,2,4.33,104.33,99.0,1.0,1.0,1,0,1,profit_target,3458169
observed,observed_rule1:sub2:combo,first_profit_limit20,2026-08,4,4,-4.0,96.0,96.0,4.0,4.0,0,0,4,sample_end,3463912
observed,observed_rule1:sub2:combo,first_profit_limit20,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:combo,first_profit_limit99,2026-04,27,6,1.78,101.78,96.0,4.0,4.0,1,1,4,profit_target,3426518
observed,observed_rule1:sub2:combo,first_profit_limit99,2026-05,281,5,2.33,102.33,97.0,3.0,3.0,1,1,3,profit_target,3428446
observed,observed_rule1:sub2:combo,first_profit_limit99,2026-06,209,7,0.78,100.78,95.0,5.0,5.0,1,1,5,profit_target,3444697
observed,observed_rule1:sub2:combo,first_profit_limit99,2026-07,126,2,4.33,104.33,99.0,1.0,1.0,1,0,1,profit_target,3458169
observed,observed_rule1:sub2:combo,first_profit_limit99,2026-08,4,4,-4.0,96.0,96.0,4.0,4.0,0,0,4,sample_end,3463912
observed,observed_rule1:sub2:combo,first_profit_limit99,2026-09,0,0,0.0,100.0,100.0,0.0,0.0,0,0,0,no_signal,
observed,observed_rule1:sub2:combo,target1_limit20,2026-04,27,6,1.78,101.78,96.0,4.0,4.0,1,1,4,profit_target,3426518
observed,observed_rule1:sub2:combo,target1_limit20,2026-05,281,5,2.33,102.33,97.0,3.0,3.0,1,1,3,profit_target,3428446
observed,observed_rule1:sub2:combo,target1_limit20,2026-06,209,10,4.56,104.56,95.0,5.0,5.0,2,1,7,profit_target,3444701
observed,observed_rule1:sub2:combo,target1_limit20,2026-07,126,2,4.33,104.33,99.0,1.0,1.0,1,0,1,profit_target,3458169
